,texto,tokens,sentimiento
111,es tiempo de mujeres agradezco muchísimo a empresarias de san cristobal de las casas por invitarme a dialogar sobre el trabajo que realizamos por nuestro estado estoy convencida de que para recuperar la grandeza de nuestro chiapas debemos trabajar juntas y juntos gracias,"['es', 'tiempo', 'de', 'mujeres', 'agradezco', 'muchísimo', 'a', 'empresarias', 'de', 'san', 'cristobal', 'de', 'las', 'casas', 'por', 'invitarme', 'a', 'dialogar', 'sobre', 'el', 'trabajo', 'que', 'realizamos', 'por', 'nuestro', 'estado', 'estoy', 'convencida', 'de', 'que', 'para', 'recuperar', 'la', 'grandeza', 'de', 'nuestro', 'chiapas', 'debemos', 'trabajar', 'juntas', 'y', 'juntos', 'gracias']",0.0
114,méxico inicia hoy su 5to año de transformación de la vida pública un proyecto de nación que sigue generando mayor bienestar crecimiento económico oportunidades de empleo y educación de calidad con la  el sureste ha detonado su potencial y con ello la grandeza de eso nos hace sentirnos muy muy orgullososmás que nunca es un honor estar con obrador,"['méxico', 'inicia', 'hoy', 'su', '5to', 'año', 'de', 'transformación', 'de', 'la', 'vida', 'pública', 'un', 'proyecto', 'de', 'nación', 'que', 'sigue', 'generando', 'mayor', 'bienestar', 'crecimiento', 'económico', 'oportunidades', 'de', 'empleo', 'y', 'educación', 'de', 'calidad', 'con', 'la', 'el', 'sureste', 'ha', 'detonado', 'su', 'potencial', 'y', 'con', 'ello', 'la', 'grandeza', 'de', 'eso', 'nos', 'hace', 'sentirnos', 'muy', 'muy', 'orgullosos', 'más', 'que', 'nunca', 'es', 'un', 'honor', 'estar', 'con', 'obrador']",0.6808
117,hoy en   con gran entusiasmo establecimos el rumbo de la  en la reunión plenaria del periodo de sesiones del último año de la  en el que las familias mexicanas seguirán siendo la prioridad en el proyecto de nación que consolidará la 4ta transformación de méxico ,"['hoy', 'en', 'con', 'gran', 'entusiasmo', 'establecimos', 'el', 'rumbo', 'de', 'la', 'en', 'la', 'reunión', 'plenaria', 'del', 'periodo', 'de', 'sesiones', 'del', 'último', 'año', 'de', 'la', 'en', 'el', 'que', 'las', 'familias', 'mexicanas', 'seguirán', 'siendo', 'la', 'prioridad', 'en', 'el', 'proyecto', 'de', 'nación', 'que', 'consolidará', 'la', '4ta', 'transformación', 'de', 'méxico']",0.0
120,en cada recorrido por nuestro hermoso estado me encuentro con historias valiosas que merecen ser escuchadas y que me ayudan a seguir trabajando en un chiapas en el que todas y todos sigamos construyendo con unidad y solidaridad los apoyos del campo ahora llegan a las manos correctas vivimos un méxico en el que las oportunidades de avanzar son una realidad no puede haber gobierno rico con pueblo pobre en la 4ta transformación caminamos con equidad para todas y todos ,"['en', 'cada', 'recorrido', 'por', 'nuestro', 'hermoso', 'estado', 'me', 'encuentro', 'con', 'historias', 'valiosas', 'que', 'merecen', 'ser', 'escuchadas', 'y', 'que', 'me', 'ayudan', 'a', 'seguir', 'trabajando', 'en', 'un', 'chiapas', 'en', 'el', 'que', 'todas', 'y', 'todos', 'sigamos', 'construyendo', 'con', 'unidad', 'y', 'solidaridad', 'los', 'apoyos', 'del', 'campo', 'ahora', 'llegan', 'a', 'las', 'manos', 'correctas', 'vivimos', 'un', 'méxico', 'en', 'el', 'que', 'las', 'oportunidades', 'de', 'avanzar', 'son', 'una', 'realidad', 'no', 'puede', 'haber', 'gobierno', 'rico', 'con', 'pueblo', 'pobre', 'en', 'la', '4ta', 'transformación', 'caminamos', 'con', 'equidad', 'para', 'todas', 'y', 'todos']",-0.296
123,en los últimos meses he recorrido chiapas con la firme creencia de que necesitamos un méxico donde las mujeres tengamos cabida en cada uno de los espacios donde nos desenvolvemos y en cada lugar que visito mujeres y hombres coincidimos en que   por su capacidad de liderazgo y su visión con innovación y tecnología  porque su estrategia de seguridad ha logrado que las mujeres tengamos calles donde caminemos libres y seguras porque hoy las mujeres hemos sido escuchadas porque los delitos en contra de las mujeres son perseguidos no más mujeres violentadas en nuestro país hoy las mujeres somos protegidas por las autoridades porque con su experiencia en medio ambiente le dio vida a la cdmx dotándola de nuevos espacios limpios verdes y seguros porque ha logrado la visibilidad de las mujeres logrando que hoy nuestros sueños de ser participativas en la vida pública se hagan realidad porque su pasión por la academia le ha dado el impulso para que nadie se quede trunco en sus estudios porque en su equipo de trabajo existe la confianza en nosotras para desempeñar cargos donde la toma de decisiones se realicen con paridad porque con su visión de movilidad y tecnología ha conectado de manera sustentable y práctica a la gran urbe de méxico  porque el derecho a la salud ya no es un privilegio al que pocos tienen acceso ahora las mujeres contamos con cuidados médicos y las decisiones sobre nuestro cuerpo sólo nos pertenece a nosotras hoy cerramos esta primera etapa en la que liberamos de ataduras muchas costumbres donde no se nos tomaba en cuenta y me mantengo firme en que la doctora  traerá grandes bondades al desarrollo de este país que tanto amamos y que como mexicanas y mexicanos luchamos por mejorar cada rincón aportando un granito de arena desde el despertar de las conciencias por todo la anterior y más  ,"['en', 'los', 'últimos', 'meses', 'he', 'recorrido', 'chiapas', 'con', 'la', 'firme', 'creencia', 'de', 'que', 'necesitamos', 'un', 'méxico', 'donde', 'las', 'mujeres', 'tengamos', 'cabida', 'en', 'cada', 'uno', 'de', 'los', 'espacios', 'donde', 'nos', 'desenvolvemos', 'y', 'en', 'cada', 'lugar', 'que', 'visito', 'mujeres', 'y', 'hombres', 'coincidimos', 'en', 'que', 'por', 'su', 'capacidad', 'de', 'liderazgo', 'y', 'su', 'visión', 'con', 'innovación', 'y', 'tecnología', 'porque', 'su', 'estrategia', 'de', 'seguridad', 'ha', 'logrado', 'que', 'las', 'mujeres', 'tengamos', 'calles', 'donde', 'caminemos', 'libres', 'y', 'seguras', 'porque', 'hoy', 'las', 'mujeres', 'hemos', 'sido', 'escuchadas', 'porque', 'los', 'delitos', 'en', 'contra', 'de', 'las', 'mujeres', 'son', 'perseguidos', 'no', 'más', 'mujeres', 'violentadas', 'en', 'nuestro', 'país', 'hoy', 'las', 'mujeres', 'somos', 'protegidas', 'por', 'las', 'autoridades', 'porque', 'con', 'su', 'experiencia', 'en', 'medio', 'ambiente', 'le', 'dio', 'vida', 'a', 'la', 'cdmx', 'dotándola', 'de', 'nuevos', 'espacios', 'limpios', 'verdes', 'y', 'seguros', 'porque', 'ha', 'logrado', 'la', 'visibilidad', 'de', 'las', 'mujeres', 'logrando', 'que', 'hoy', 'nuestros', 'sueños', 'de', 'ser', 'participativas', 'en', 'la', 'vida', 'pública', 'se', 'hagan', 'realidad', 'porque', 'su', 'pasión', 'por', 'la', 'academia', 'le', 'ha', 'dado', 'el', 'impulso', 'para', 'que', 'nadie', 'se', 'quede', 'trunco', 'en', 'sus', 'estudios', 'porque', 'en', 'su', 'equipo', 'de', 'trabajo', 'existe', 'la', 'confianza', 'en', 'nosotras', 'para', 'desempeñar', 'cargos', 'donde', 'la', 'toma', 'de', 'decisiones', 'se', 'realicen', 'con', 'paridad', 'porque', 'con', 'su', 'visión', 'de', 'movilidad', 'y', 'tecnología', 'ha', 'conectado', 'de', 'manera', 'sustentable', 'y', 'práctica', 'a', 'la', 'gran', 'urbe', 'de', 'méxico', 'porque', 'el', 'derecho', 'a', 'la', 'salud', 'ya', 'no', 'es', 'un', 'privilegio', 'al', 'que', 'pocos', 'tienen', 'acceso', 'ahora', 'las', 'mujeres', 'contamos', 'con', 'cuidados', 'médicos', 'y', 'las', 'decisiones', 'sobre', 'nuestro', 'cuerpo', 'sólo', 'nos', 'pertenece', 'a', 'nosotras', 'hoy', 'cerramos', 'esta', 'primera', 'etapa', 'en', 'la', 'que', 'liberamos', 'de', 'ataduras', 'muchas', 'costumbres', 'donde', 'no', 'se', 'nos', 'tomaba', 'en', 'cuenta', 'y', 'me', 'mantengo', 'firme', 'en', 'que', 'la', 'doctora', 'traerá', 'grandes', 'bondades', 'al', 'desarrollo', 'de', 'este', 'país', 'que', 'tanto', 'amamos', 'y', 'que', 'como', 'mexicanas', 'y', 'mexicanos', 'luchamos', 'por', 'mejorar', 'cada', 'rincón', 'aportando', 'un', 'granito', 'de', 'arena', 'desde', 'el', 'despertar', 'de', 'las', 'conciencias', 'por', 'todo', 'la', 'anterior', 'y', 'más']",0.4588
126,la oportunidad de seguir transformando a méxico ha llegado esta vez con la visión de una mujer que con su pasión por méxico renovará las conciencias y cambiará la forma de hacer política en nuestro país siempre con equidad pero sobre todo amor al pueblo el futuro está con  ,"['la', 'oportunidad', 'de', 'seguir', 'transformando', 'a', 'méxico', 'ha', 'llegado', 'esta', 'vez', 'con', 'la', 'visión', 'de', 'una', 'mujer', 'que', 'con', 'su', 'pasión', 'por', 'méxico', 'renovará', 'las', 'conciencias', 'y', 'cambiará', 'la', 'forma', 'de', 'hacer', 'política', 'en', 'nuestro', 'país', 'siempre', 'con', 'equidad', 'pero', 'sobre', 'todo', 'amor', 'al', 'pueblo', 'el', 'futuro', 'está', 'con']",0.7506
129,gracias jiquipilas cerramos con fuerza y alegría las asambleas informativas de la dra  nos vemos muy pronto ,"['gracias', 'jiquipilas', 'cerramos', 'con', 'fuerza', 'y', 'alegría', 'las', 'asambleas', 'informativas', 'de', 'la', 'dra', 'nos', 'vemos', 'muy', 'pronto']",0.0
132,en la garza la buena vibra y las ganas de que siga nuestra querida dra  son muchasgracias por acompañarnos ,"['en', 'la', 'garza', 'la', 'buena', 'vibra', 'y', 'las', 'ganas', 'de', 'que', 'siga', 'nuestra', 'querida', 'dra', 'son', 'muchas', 'gracias', 'por', 'acompañarnos']",0.0
135,fue un honor acompañar a la dra  en su último acto como aspirante a coordinar los comités de defensa de la cuarta transformación es una mujer a quien admiro profundamente por su capacidad liderazgo y sobre todo lealtad a méxico me siento afortunada de apoyar su proyecto y la esperanza que representa estamos ante la oportunidad de cambiar la historia y la dra sheinbaum está preparada para llevar esa enorme responsabilidad en sus hombros no está sola soy parte de las cientos de miles de personas que creemos en ella porque sabemos de su pasión preparación y profundo amor por nuestro país siempre luchando por reducir la brecha de desigualdad y construir un méxico más justo para quienes aquí vivimos llegó la hora es tiempo de mujeres es tiempo de méxico,"['fue', 'un', 'honor', 'acompañar', 'a', 'la', 'dra', 'en', 'su', 'último', 'acto', 'como', 'aspirante', 'a', 'coordinar', 'los', 'comités', 'de', 'defensa', 'de', 'la', 'cuarta', 'transformación', 'es', 'una', 'mujer', 'a', 'quien', 'admiro', 'profundamente', 'por', 'su', 'capacidad', 'liderazgo', 'y', 'sobre', 'todo', 'lealtad', 'a', 'méxico', 'me', 'siento', 'afortunada', 'de', 'apoyar', 'su', 'proyecto', 'y', 'la', 'esperanza', 'que', 'representa', 'estamos', 'ante', 'la', 'oportunidad', 'de', 'cambiar', 'la', 'historia', 'y', 'la', 'dra', 'sheinbaum', 'está', 'preparada', 'para', 'llevar', 'esa', 'enorme', 'responsabilidad', 'en', 'sus', 'hombros', 'no', 'está', 'sola', 'soy', 'parte', 'de', 'las', 'cientos', 'de', 'miles', 'de', 'personas', 'que', 'creemos', 'en', 'ella', 'porque', 'sabemos', 'de', 'su', 'pasión', 'preparación', 'y', 'profundo', 'amor', 'por', 'nuestro', 'país', 'siempre', 'luchando', 'por', 'reducir', 'la', 'brecha', 'de', 'desigualdad', 'y', 'construir', 'un', 'méxico', 'más', 'justo', 'para', 'quienes', 'aquí', 'vivimos', 'llegó', 'la', 'hora', 'es', 'tiempo', 'de', 'mujeres', 'es', 'tiempo', 'de', 'méxico']",0.7184
138,la colonia solidaridad le hizo justicia a su nombre para sumarse al proyecto de la dra  en villaflores unidas hacemos más ,"['la', 'colonia', 'solidaridad', 'le', 'hizo', 'justicia', 'a', 'su', 'nombre', 'para', 'sumarse', 'al', 'proyecto', 'de', 'la', 'dra', 'en', 'villaflores', 'unidas', 'hacemos', 'más']",0.0
141,el mensaje de la dra  se ha ganado el cariño y el apoyo de el triunfo en el municipio de la independencia muchas gracias por recibirnos  la ultima foto es mi favorita ,"['el', 'mensaje', 'de', 'la', 'dra', 'se', 'ha', 'ganado', 'el', 'cariño', 'y', 'el', 'apoyo', 'de', 'el', 'triunfo', 'en', 'el', 'municipio', 'de', 'la', 'independencia', 'muchas', 'gracias', 'por', 'recibirnos', 'la', 'ultima', 'foto', 'es', 'mi', 'favorita']",0.34
144,gracias comitán todas y todos somos parte de esta fiesta democrática que apoya a la dra  ,"['gracias', 'comitán', 'todas', 'y', 'todos', 'somos', 'parte', 'de', 'esta', 'fiesta', 'democrática', 'que', 'apoya', 'a', 'la', 'dra']",0.4767
147,con toño santos celebramos desde el pueblo mágico de comitán el cariño y el apoyo a la dra   muchas gracias por acompañarnos en esta asamblea informativa ,"['con', 'toño', 'santos', 'celebramos', 'desde', 'el', 'pueblo', 'mágico', 'de', 'comitán', 'el', 'cariño', 'y', 'el', 'apoyo', 'a', 'la', 'dra', 'muchas', 'gracias', 'por', 'acompañarnos', 'en', 'esta', 'asamblea', 'informativa']",0.0
150,gracias huixtlala continuidad de la transformación lleva el rostro de mujer con la dra claudia sheinbaum ,"['gracias', 'huixtla', 'la', 'continuidad', 'de', 'la', 'transformación', 'lleva', 'el', 'rostro', 'de', 'mujer', 'con', 'la', 'dra', 'claudia', 'sheinbaum']",0.0
153,estamos muy contentas y contentos por el recibimiento que tuvimos hoy en motozintla con unidad y trabajo seguimos avanzando de la mano con nuestra querida dra claudia sheinbaum,"['estamos', 'muy', 'contentas', 'y', 'contentos', 'por', 'el', 'recibimiento', 'que', 'tuvimos', 'hoy', 'en', 'motozintla', 'con', 'unidad', 'y', 'trabajo', 'seguimos', 'avanzando', 'de', 'la', 'mano', 'con', 'nuestra', 'querida', 'dra', 'claudia', 'sheinbaum']",0.0
156,madrugamos para llegar a motozintla y disfrutar de una buena plática con mujeres que ven a la dra claudia sheinbaum como una gran lideresa que siga empoderando a las mujeres en todo méxico,"['madrugamos', 'para', 'llegar', 'a', 'motozintla', 'y', 'disfrutar', 'de', 'una', 'buena', 'plática', 'con', 'mujeres', 'que', 'ven', 'a', 'la', 'dra', 'claudia', 'sheinbaum', 'como', 'una', 'gran', 'lideresa', 'que', 'siga', 'empoderando', 'a', 'las', 'mujeres', 'en', 'todo', 'méxico']",0.0
159,llevo más de 12 años recorriendo los 125 municipios de nuestro queridísimo chiapas hoy me llena de felicidad estar en tapachula comprobando que las y los chiapanecos confían en la continuidad de la transformación con la dra claudia sheinbaum ,"['llevo', 'más', 'de', '12', 'años', 'recorriendo', 'los', '125', 'municipios', 'de', 'nuestro', 'queridísimo', 'chiapas', 'hoy', 'me', 'llena', 'de', 'felicidad', 'estar', 'en', 'tapachula', 'comprobando', 'que', 'las', 'y', 'los', 'chiapanecos', 'confían', 'en', 'la', 'continuidad', 'de', 'la', 'transformación', 'con', 'la', 'dra', 'claudia', 'sheinbaum']",0.0
162,hoy estamos en el triunfo municipio de escuintla gracias por acompañarme ,"['hoy', 'estamos', 'en', 'el', 'triunfo', 'municipio', 'de', 'escuintla', 'gracias', 'por', 'acompañarme']",0.0
165,san fernando nos recibió con una gran fiesta el movimiento sigue ,"['san', 'fernando', 'nos', 'recibió', 'con', 'una', 'gran', 'fiesta', 'el', 'movimiento', 'sigue']",0.4767
168,la 4t es unidad y trabajo en equipohoy visité pichucalco con toño santos para hablar de la continuidad del proyecto de nación en méxico y chiapas gracias por acompañarnos ,"['la', '4t', 'es', 'unidad', 'y', 'trabajo', 'en', 'equipo', 'hoy', 'visité', 'pichucalco', 'con', 'toño', 'santos', 'para', 'hablar', 'de', 'la', 'continuidad', 'del', 'proyecto', 'de', 'nación', 'en', 'méxico', 'y', 'chiapas', 'gracias', 'por', 'acompañarnos']",0.0
171,llegamos a simojovel la tierra del ámbar donde el cariño y la lucha por la transformación continúa el apoyo a la dra  sigue creciendo en chiapas ,"['llegamos', 'a', 'simojovel', 'la', 'tierra', 'del', 'ámbar', 'donde', 'el', 'cariño', 'y', 'la', 'lucha', 'por', 'la', 'transformación', 'continúa', 'el', 'apoyo', 'a', 'la', 'dra', 'sigue', 'creciendo', 'en', 'chiapas']",0.0
174,con toño santos llegamos a mezcalapa para llevar el mensaje de la dra claudia sheinbaum de unidad y continuidad para seguir transformando a méxico,"['con', 'toño', 'santos', 'llegamos', 'a', 'mezcalapa', 'para', 'llevar', 'el', 'mensaje', 'de', 'la', 'dra', 'claudia', 'sheinbaum', 'de', 'unidad', 'y', 'continuidad', 'para', 'seguir', 'transformando', 'a', 'méxico']",0.0
177,con las familias de ostuacán estamos seguras y seguros de que la continuidad de la 4t sigue gracias por recibirme ,"['con', 'las', 'familias', 'de', 'ostuacán', 'estamos', 'seguras', 'y', 'seguros', 'de', 'que', 'la', 'continuidad', 'de', 'la', '4t', 'sigue', 'gracias', 'por', 'recibirme']",0.0
180,camino a ostuacán con ,"['camino', 'a', 'ostuacán', 'con']",0.0
183,es un honor el haber acompañado al dr roberto gómez alfaro durante la entrega de la medalla rosario castellanos hoy el h congreso de chiapas reconoce su labor social pasión y compromiso en favor de la salud y la vida enhorabuena,"['es', 'un', 'honor', 'el', 'haber', 'acompañado', 'al', 'dr', 'roberto', 'gómez', 'alfaro', 'durante', 'la', 'entrega', 'de', 'la', 'medalla', 'rosario', 'castellanos', 'hoy', 'el', 'h', 'congreso', 'de', 'chiapas', 'reconoce', 'su', 'labor', 'social', 'pasión', 'y', 'compromiso', 'en', 'favor', 'de', 'la', 'salud', 'y', 'la', 'vida', 'enhorabuena']",0.7096
186,los dedazos ya no caben en este méxico democrático hoy el pueblo pone y el pueblo quita ,"['los', 'dedazos', 'ya', 'no', 'caben', 'en', 'este', 'méxico', 'democrático', 'hoy', 'el', 'pueblo', 'pone', 'y', 'el', 'pueblo', 'quita']",-0.296
189,hablar de  es hablar de seguir transformando a méxico con liderazgo y conocimiento ,"['hablar', 'de', 'es', 'hablar', 'de', 'seguir', 'transformando', 'a', 'méxico', 'con', 'liderazgo', 'y', 'conocimiento']",0.0
192,la visita de la  ha traído esperanza para las y los villacorseños seguimos construyendo bienestar con unidad y compromiso gracias villa corzo,"['la', 'visita', 'de', 'la', 'ha', 'traído', 'esperanza', 'para', 'las', 'y', 'los', 'villacorseños', 'seguimos', 'construyendo', 'bienestar', 'con', 'unidad', 'y', 'compromiso', 'gracias', 'villa', 'corzo']",0.34
195,en san cristóbal la transformación avanza con alegría y pasión la llegada de la  es una gran fiesta democrática para el pueblo de chiapas,"['en', 'san', 'cristóbal', 'la', 'transformación', 'avanza', 'con', 'alegría', 'y', 'pasión', 'la', 'llegada', 'de', 'la', 'es', 'una', 'gran', 'fiesta', 'democrática', 'para', 'el', 'pueblo', 'de', 'chiapas']",0.4767
198,bienvenida a chiapas querida dra claudia sheinbaum ,"['bienvenida', 'a', 'chiapas', 'querida', 'dra', 'claudia', 'sheinbaum']",0.0
201,ya es viernes tuvimos una semana bastante movida y es porque estamos preparando todo para la visita de la  el día de mañana nos vemos en san cristóbal y villa de corzo,"['ya', 'es', 'viernes', 'tuvimos', 'una', 'semana', 'bastante', 'movida', 'y', 'es', 'porque', 'estamos', 'preparando', 'todo', 'para', 'la', 'visita', 'de', 'la', 'el', 'día', 'de', 'mañana', 'nos', 'vemos', 'en', 'san', 'cristóbal', 'y', 'villa', 'de', 'corzo']",0.0
204,y tú te la sabes,"['y', 'tú', 'te', 'la', 'sabes']",0.0
207,estamos muy contentas y contentos por la llegada de la dra  a nuestro bello estado de chiapas este sábado no falten,"['estamos', 'muy', 'contentas', 'y', 'contentos', 'por', 'la', 'llegada', 'de', 'la', 'dra', 'a', 'nuestro', 'bello', 'estado', 'de', 'chiapas', 'este', 'sábado', 'no', 'falten']",-0.296
210,sumando en equipo estamos listas y listos para recibir a la dra  este sábado en   y  los esperamos,"['sumando', 'en', 'equipo', 'estamos', 'listas', 'y', 'listos', 'para', 'recibir', 'a', 'la', 'dra', 'este', 'sábado', 'en', 'y', 'los', 'esperamos']",0.0
213,qué buena plática con mi amigo  presidente de morena en chiapas siempre es un gusto coincidir en la transformación de chiapas,"['qué', 'buena', 'plática', 'con', 'mi', 'amigo', 'presidente', 'de', 'morena', 'en', 'chiapas', 'siempre', 'es', 'un', 'gusto', 'coincidir', 'en', 'la', 'transformación', 'de', 'chiapas']",0.0
216,acompañé en su celebración por el doceavo aniversario de industriales de la tortilla somos chiapas a mujeres y hombres de trabajo arduo con causa social que en su labor contribuyen para llevar hasta nuestras mesas un producto tan rico y diverso como la tortilla  muchas felicidades,"['acompañé', 'en', 'su', 'celebración', 'por', 'el', 'doceavo', 'aniversario', 'de', 'industriales', 'de', 'la', 'tortilla', 'somos', 'chiapas', 'a', 'mujeres', 'y', 'hombres', 'de', 'trabajo', 'arduo', 'con', 'causa', 'social', 'que', 'en', 'su', 'labor', 'contribuyen', 'para', 'llevar', 'hasta', 'nuestras', 'mesas', 'un', 'producto', 'tan', 'rico', 'y', 'diverso', 'como', 'la', 'tortilla', 'muchas', 'felicidades']",0.0
219,vivimos la magia el cariño y el compromiso de suchiapa para hacer de chiapas un estado de derecho con mejores oportunidades ,"['vivimos', 'la', 'magia', 'el', 'cariño', 'y', 'el', 'compromiso', 'de', 'suchiapa', 'para', 'hacer', 'de', 'chiapas', 'un', 'estado', 'de', 'derecho', 'con', 'mejores', 'oportunidades']",0.0
222,estoy muy contenta de haber convivido con jóvenes que se interesan en un méxico donde vivamos libres y seguros con claudia todas y todos sumamos,"['estoy', 'muy', 'contenta', 'de', 'haber', 'convivido', 'con', 'jóvenes', 'que', 'se', 'interesan', 'en', 'un', 'méxico', 'donde', 'vivamos', 'libres', 'y', 'seguros', 'con', 'claudia', 'todas', 'y', 'todos', 'sumamos']",0.0
225,qué gusto compartir la tarde con grandes amigos coincidimos en la plática de nuestro amor por méxico con el gobernador  el profe  y mi amiga,"['qué', 'gusto', 'compartir', 'la', 'tarde', 'con', 'grandes', 'amigos', 'coincidimos', 'en', 'la', 'plática', 'de', 'nuestro', 'amor', 'por', 'méxico', 'con', 'el', 'gobernador', 'el', 'profe', 'y', 'mi', 'amiga']",0.6124
228,hoy las mujeres tenemos la libertad para tomar decisiones sigamos juntas ,"['hoy', 'las', 'mujeres', 'tenemos', 'la', 'libertad', 'para', 'tomar', 'decisiones', 'sigamos', 'juntas']",0.0
231,gracias majosik son ustedes el ejemplo de resiliencia y de lucha sigamos haciendo historia ,"['gracias', 'majosik', 'son', 'ustedes', 'el', 'ejemplo', 'de', 'resiliencia', 'y', 'de', 'lucha', 'sigamos', 'haciendo', 'historia']",0.0
