"e1g2efjf5 href","tiktok-1zpj2q-ImgAvatar src","tiktok-1665s4c-SpanUserNameText","tiktok-xm2h10-PCommentText","tiktok-4tru0g-SpanCreatedTime","tiktok-ro5z69-SpanReplyButton","tiktok-gb2mrc-SpanCount"
"https://www.tiktok.com/@mariasoledad05_","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fa61190096122f7c6c16ba603202b3ff~c5_100x100.jpg?x-expires=1694923200&x-signature=D480A5wT9UXkSx0znf0OHPyZ5zw%3D","Maria Soledad Solis Granados","nuestra proxima Presidebta de la Republica Mexicana y Gobernadora del estado de Chiapas 👏 👏 👏 👏 👏 👏 👏 👏","8-14","Responder","1"
"https://www.tiktok.com/@exaljuan1","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ee1c0c953b5756f9f1324c637db53be5~c5_100x100.jpg?x-expires=1694923200&x-signature=q%2F%2F0oHDHDMM0Tbq9OUklufoYDZ8%3D","Exaljuan1","❤❤❤❤❤❤","8-14","Responder","0"
"https://www.tiktok.com/@dannai_dam04","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656634609117190~c5_100x100.jpg?x-expires=1694923200&x-signature=GEonKfu6K5nz4iONryegzpl2kcI%3D","Dannai D'amiano","👏👏","8-27","Responder","0"
"https://www.tiktok.com/@lauradeleoncardenas","https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1676998905246722.jpg?x-expires=1694923200&x-signature=6aTmWIiZKA%2FUtjSbhIGtk%2B12b6I%3D","Laura De Leon Carden","👏👏👏 la mejor opción para Chiapas 👌","8-14","Responder","0"
"https://www.tiktok.com/@diego_moreno96","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00d6e5eb1382f490bcacc8b4f0ccb342~c5_100x100.jpg?x-expires=1694923200&x-signature=lVp4Y2TbsUMzDHlRC5RqTMdkgfU%3D","Diego Moreno","👏","8-14","Responder","0"
"https://www.tiktok.com/@jazminfabiola1303","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpg?x-expires=1694923200&x-signature=p6dUcx4lPD9rtCz0L3wvJ01V9rU%3D","jazmin","Es tiempo de las mujeres #EsSasil","8-12","Responder","0"
"https://www.tiktok.com/@sayurigomezt","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1664081848642565~c5_100x100.jpg?x-expires=1694923200&x-signature=p3k3wi4RpI%2F6FKlaFC%2FE0oOUpa0%3D","Sayuri Gómez","siiiiii!!!
aprobada senadora!!!!","8-10","Responder","0"
"https://www.tiktok.com/@enderfabian","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1660350623069190~c5_100x100.jpg?x-expires=1694923200&x-signature=Gr%2FPEnDSPb5TFli4wynvgYL3t%2BA%3D","Ender Fabian","Es tiempo de mujeres y en Chiapas #EsSasil 🙏","8-10","Responder","0"
"https://www.tiktok.com/@nahielysalinasgon","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9c2f6b0eab008df023b94c374437cc2f~c5_100x100.jpg?x-expires=1694923200&x-signature=ozCjeNiEGvSUnDDdEa7sPrgRdTA%3D","Nahiely Salinas Gonz","excelente senadora! 🤌🏻 y la 🧀 porte la próxima Gobernadora de chiapas!!!","8-10","Responder","0"
"https://www.tiktok.com/@chai_mc","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb0ae5ab5348405a0a136c6dbfb1f505~c5_100x100.jpg?x-expires=1694923200&x-signature=Ry1SPlxNcntO3qsW2yHa%2Bq5%2FRME%3D","chai_mc","con todo Lic.👍","8-10","Responder","0"
"https://www.tiktok.com/@desiveles","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d547f9ac85bd15745eebd4206c2a89c2~c5_100x100.jpg?x-expires=1694923200&x-signature=uHHWu72HYA4cAOdYQ%2BRuSfN4c%2F0%3D","Desiveles","Cómo les gusta engañar a la gente humilde, les hacen creer que son pueblo y cuando llegan al PODER se olvidan del pueblo","hace 4 día(s)","Responder","0"
"https://www.tiktok.com/@cesar211189","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9589bf8c5ed50f2290ceb229fe781c98~c5_100x100.jpg?x-expires=1694923200&x-signature=5otT5qP3gUZbMQZ2qUrZmUU87KY%3D","Máximo","👏🏾👏🏾","hace 1 semana(s)","Responder","0"
"https://www.tiktok.com/@peacemaker_7_","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/5e51e4a689f3822608597e4db00c4364~c5_100x100.jpg?x-expires=1694923200&x-signature=qBLtSrI2VqoA%2F6zeEsDHWKchlrE%3D","Juggernaut7","😂😂😂 el pri","8-9","Responder","0"
"https://www.tiktok.com/@_adruii","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6d814060df003652e2e0727889b74b29~c5_100x100.jpg?x-expires=1694923200&x-signature=S3dtnCw1An55sQf%2F8gnq1F2C5HU%3D","m","Estamos con usted senadora🤍","8-8","Responder","0"
"https://www.tiktok.com/@dannai_dam04","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656634609117190~c5_100x100.jpg?x-expires=1694923200&x-signature=GEonKfu6K5nz4iONryegzpl2kcI%3D","Dannai D'amiano","Los jóvenes estamos con usted senadora ❤️","8-8","Responder","0"
"https://www.tiktok.com/@keillycoello1","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/574103d4ea9cc21c06a43a6a639a5df0~c5_100x100.jpg?x-expires=1694923200&x-signature=c9eIc3%2FI8n%2BW5GW%2FKPhV5hPWzTo%3D","Key_C","""Por llegar hasta donde nos proponemos""! 🫶 Bendiciones senadora! 👏","8-8","Responder","0"
"https://www.tiktok.com/@hectordioscorides","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/df36108fc11eb980642097a7ba0d0680~c5_100x100.jpg?x-expires=1694923200&x-signature=IGyl%2BvjFLoyUimtKqb0UzKxucSY%3D","HectorDioscorides","estoy contigo sadil pero no me gustan las hipocresías no hagas algo q nunca volverás hacer ....","8-2","Responder","1"
"https://www.tiktok.com/@armandozamora05","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1666600146852870~c5_100x100.jpg?x-expires=1694923200&x-signature=Vp8smvkOtD8FVwgI%2B1fL8gStNN0%3D","Armando Zamora","sasil gobernadora","8-2","Responder","0"
"https://www.tiktok.com/@sayurigomezt","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1664081848642565~c5_100x100.jpg?x-expires=1694923200&x-signature=p3k3wi4RpI%2F6FKlaFC%2FE0oOUpa0%3D","Sayuri Gómez","estamos contigo Sasil de León!!","8-1","Responder","0"
"https://www.tiktok.com/@sayurigomezt","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1664081848642565~c5_100x100.jpg?x-expires=1694923200&x-signature=p3k3wi4RpI%2F6FKlaFC%2FE0oOUpa0%3D","Sayuri Gómez","Amar y respetar al pueblo que nos vio nacer, Chiapas!!!","8-1","Responder","0"
"https://www.tiktok.com/@user5085663406030","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dff6da2c352e7f62e403a2a4d08bd332~c5_100x100.jpg?x-expires=1694923200&x-signature=tYVZL%2Baoas0WIdVox4G5jLc0aXc%3D","Gayelquenomesiga","Te pareces a Karely Ruiz.","8-1","Responder","1"
"https://www.tiktok.com/@vititopor","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1693821643973637~c5_100x100.jpg?x-expires=1694923200&x-signature=PaP9q33Xm32pZsmzu9BCYAm2XCQ%3D","Victor Castillo2555","🥰","7-31","Responder","0"
"https://www.tiktok.com/@glezal","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1694923200&x-signature=9pnGUn%2B5Rt7YTQHjBUQEKJ%2FBIy8%3D","glezal","por el voto hay quuienes son capaz de todo.😳","8-19","Responder","0"
"https://www.tiktok.com/@bartolosrest","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1662887147376645~c5_100x100.jpg?x-expires=1694923200&x-signature=DBHH%2FqfvP9SyZpubB0kRREfE2RU%3D","Bartolos Rest","estamos con usted #EsSasil","7-27","Responder","0"
"https://www.tiktok.com/@aremirubiarreolaz","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1694923200&x-signature=9pnGUn%2B5Rt7YTQHjBUQEKJ%2FBIy8%3D","Aremi Rubi Arreola Zavaleta","Eso es todo #EsSasil 2024 😘","7-27","Responder","0"
"https://www.tiktok.com/@valegonz297","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7089585561538658310~c5_100x100.jpg?x-expires=1694923200&x-signature=3kDX%2BeI3Ev8QnDsIqQMK0Wmukb4%3D","Vale Gonz297","yo voy Sasil, ella es la indicada para gobernar Chiapas","7-27","Responder","0"
"https://www.tiktok.com/@civiresu","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dbcd8c15418e552a40e03d9602c92e23~c5_100x100.jpg?x-expires=1694923200&x-signature=AhbXCw3yck9hWK%2BnAEs24lKMFj0%3D","_Dulce Pecado_","🥰🥰🥰🥰🥰🥰","7-27","Responder","0"
"https://www.tiktok.com/@lauradeleoncardenas","https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1676998905246722.jpg?x-expires=1694923200&x-signature=6aTmWIiZKA%2FUtjSbhIGtk%2B12b6I%3D","Laura De Leon Carden","Nuestra futura gobernadora de Chiapas 👏👍👍","7-26","Responder","0"
"https://www.tiktok.com/@lauradeleoncardenas","https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1676998905246722.jpg?x-expires=1694923200&x-signature=6aTmWIiZKA%2FUtjSbhIGtk%2B12b6I%3D","Laura De Leon Carden","Eso es todo Senadora 👏👏👏👏👌👌👌","7-26","Responder","0"
"","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7143657206507831302~c5_100x100.jpeg?x-expires=1695009600&x-signature=8%2FD%2Fv0kMJKFqQZK4RYx21KLVoTA%3D","","","","",""
"","","","","","",""
"https://www.tiktok.com/@diego_moreno96","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00d6e5eb1382f490bcacc8b4f0ccb342~c5_100x100.jpg?x-expires=1694923200&x-signature=lVp4Y2TbsUMzDHlRC5RqTMdkgfU%3D","Diego Moreno","Que bonitooo rocky","7-21","Responder","0"
"https://www.tiktok.com/@karla_locadelosmichis","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1694345546361861~c5_100x100.jpg?x-expires=1694923200&x-signature=X2%2Bh5AydZptevCC7kAXRm9D9Qvw%3D","La loca de los gatos y perros","🥰🥰🥰","7-21","Responder","0"
"https://www.tiktok.com/@montsedeleonl","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1662432952344581~c5_100x100.jpg?x-expires=1694923200&x-signature=C6qeeq2GVktrtRZVw2mluLJISkM%3D","Montse De León","Regálamelo","7-21","Responder","1"
"https://www.tiktok.com/@montsedeleonl","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1662432952344581~c5_100x100.jpg?x-expires=1694923200&x-signature=C6qeeq2GVktrtRZVw2mluLJISkM%3D","Montse De León","Lo quierooooooooo","7-21","Responder","1"
"","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7143657206507831302~c5_100x100.jpeg?x-expires=1695009600&x-signature=8%2FD%2Fv0kMJKFqQZK4RYx21KLVoTA%3D","","","","",""
"https://www.tiktok.com/@nomadamayacancun","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/8c0245b0eb5a329ce443d978fdb8df4f~c5_100x100.jpg?x-expires=1694923200&x-signature=Sc%2BO4JZttznyv8I5y6mwtbJ7rww%3D","Nomada Maya en Cancun","🥰","7-16","Responder","0"
"https://www.tiktok.com/@rodrigobetancourt03","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656862451570693~c5_100x100.jpg?x-expires=1694923200&x-signature=IuygNpyl4QR%2FeWHR7h%2FoDX%2BGzLM%3D","Rodrigo Betancourt","👏","7-16","Responder","1"
"https://www.tiktok.com/@estef.magana","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6cd383104ac265443f0d0109f1426634~c5_100x100.jpg?x-expires=1694923200&x-signature=MzS5xEsR5zwFZl6dsWUVd5IxTO0%3D","Estef.magaña","#yoVoyConSasil ❤️","7-16","Responder","1"
"https://www.tiktok.com/@enocsantosgonzale","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/44a6d96b64e14774240dfde1a52eaa71~c5_100x100.jpg?x-expires=1694923200&x-signature=XyvDRD%2Fmf0VGk5RzzG%2BlF7E4l18%3D","Enoc Santos Gonzalez","De video de Banda !!!! Hermoso chiapas !!","8-4","Responder","0"
"https://www.tiktok.com/@enocsantosgonzale","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/44a6d96b64e14774240dfde1a52eaa71~c5_100x100.jpg?x-expires=1694923200&x-signature=XyvDRD%2Fmf0VGk5RzzG%2BlF7E4l18%3D","Enoc Santos Gonzalez","👌","8-4","Responder","0"
"https://www.tiktok.com/@franciscosanchez1456","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f580ec68d3e0f66366a3d6a6a66613a7~c5_100x100.jpg?x-expires=1694923200&x-signature=L3MEr2y82Mbl4klsi3zeLUxSU%2Fw%3D","francisco sanchez1981","muy guapa🥰🥰🥰🥰🥰","7-27","Responder","0"
"https://www.tiktok.com/@luigy396","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7168274429066084358~c5_100x100.jpg?x-expires=1694923200&x-signature=F2ZhaLSG%2BNnt7DkoeG0DuUXfCkU%3D","luigy396","ESTA SEÑORA SOLO CUANDO HAY ALGO QUE LE.VA HACER GANAR MAS DINERO ( ELECCIONES ) SE APARECE...","7-26","Responder","0"
"https://www.tiktok.com/@joseranulfo18","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bd5ecc8e92706f0fba0bbf697d194323~c5_100x100.jpg?x-expires=1694923200&x-signature=z2PWwXG6b%2BchflusZwuX0yrRvXE%3D","joseranulfo18","Excelente día","7-19","Responder","0"
"https://www.tiktok.com/@alejandrajosafan","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/66f7471757109973a7a2c9af0917c6dd~c5_100x100.jpg?x-expires=1694923200&x-signature=8GI3WxwQcc4%2FuAYFtVa6UlCJvdQ%3D","Alejandra JosaFan","😍😍😍","7-14","Responder","0"
"https://www.tiktok.com/@montsedeleonl","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1662432952344581~c5_100x100.jpg?x-expires=1694923200&x-signature=C6qeeq2GVktrtRZVw2mluLJISkM%3D","Montse De León","😍😍","7-14","Responder","0"
"https://www.tiktok.com/@diego_moreno96","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00d6e5eb1382f490bcacc8b4f0ccb342~c5_100x100.jpg?x-expires=1694923200&x-signature=lVp4Y2TbsUMzDHlRC5RqTMdkgfU%3D","Diego Moreno","👏🏼👏🏼👏🏼","7-13","Responder","0"
"https://www.tiktok.com/@rociorguezdellaven","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a1546e16532abaa67e761eedacd98e47~c5_100x100.jpg?x-expires=1694923200&x-signature=cSLmTA5UZXOpcfoGJy%2BtOZuXfog%3D","Gitana","Porque las mujeres también tenemos los mismos derechos que los hombres para acceder al uso, manejo y control de los recursos, por eso #EsSasil","7-22","Responder","0"
"https://www.tiktok.com/@renegonzaleza_","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1655836367470597~c5_100x100.jpg?x-expires=1694923200&x-signature=l94YrI%2BRMd%2BCXKRPlsBA7rAeWHM%3D","Rene González","Próxima gobernadora de Chiapas 👊🏻","7-11","Responder","0"
"https://www.tiktok.com/@exaljuan1","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ee1c0c953b5756f9f1324c637db53be5~c5_100x100.jpg?x-expires=1694923200&x-signature=q%2F%2F0oHDHDMM0Tbq9OUklufoYDZ8%3D","Exaljuan1","Saludos mi senadora","7-10","Responder","0"
"https://www.tiktok.com/@cristy09689","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/97737af092d159bf0996f830216c8a04~c5_100x100.jpg?x-expires=1694923200&x-signature=A1NyH%2Fz66tGsalY%2BIR5Eu9qtyUA%3D","Cristy GS🦋","saludos desde Reforma chiapas","7-10","Responder","0"
"https://www.tiktok.com/@cristy09689","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/97737af092d159bf0996f830216c8a04~c5_100x100.jpg?x-expires=1694923200&x-signature=A1NyH%2Fz66tGsalY%2BIR5Eu9qtyUA%3D","Cristy GS🦋","Tu serás la mejor Gobernadora que Chiapas puede tener","7-10","Responder","0"
"","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7143657206507831302~c5_100x100.jpeg?x-expires=1695009600&x-signature=8%2FD%2Fv0kMJKFqQZK4RYx21KLVoTA%3D","","","","",""
"","","","","","",""
"https://www.tiktok.com/@delarosa604","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/de997dd90e1936e60cdead33e149bdae~c5_100x100.jpg?x-expires=1694923200&x-signature=seLxnH%2FW2QTlkmXhXaWNeT3iM8U%3D","De La Rosa Liz","La senadora más guapa y es de Chiapas, saludos desde mapastepec","7-8","Responder","0"
"https://www.tiktok.com/@rodrigobetancourt03","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656862451570693~c5_100x100.jpg?x-expires=1694923200&x-signature=IuygNpyl4QR%2FeWHR7h%2FoDX%2BGzLM%3D","Rodrigo Betancourt","👏👏👏","7-7","Responder","0"
"","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7143657206507831302~c5_100x100.jpeg?x-expires=1695009600&x-signature=8%2FD%2Fv0kMJKFqQZK4RYx21KLVoTA%3D","","","","",""
"https://www.tiktok.com/@andru1820","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ea8dd461c0c7d0a9b3ad18d42c0c82e9~c5_100x100.jpg?x-expires=1694923200&x-signature=HkI7C%2FP429AhifVgXpaSviUjkDQ%3D","Andrés","Lo que deberian hacer es crear oportunidades de trabajo para los jovenes que estudiamos y no recibimos apoyos :(","7-5","Responder","8"
"https://www.tiktok.com/@josuecruz452","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6bcafcb3c834eb836f7ce0c0f355ab7a~c5_100x100.jpg?x-expires=1694923200&x-signature=MB5LYmxc8kFIVFvD%2FjFOecS0jk8%3D","josuecruz452","como se llaman las canciones ?","7-4","Responder","0"
"https://www.tiktok.com/@nahielysalinasgon","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9c2f6b0eab008df023b94c374437cc2f~c5_100x100.jpg?x-expires=1694923200&x-signature=ozCjeNiEGvSUnDDdEa7sPrgRdTA%3D","Nahiely Salinas Gonz","una mujer fuerte y digna representante de los chiapanecos! 😌","7-4","Responder","2"
"https://www.tiktok.com/@empanada877","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1694923200&x-signature=9pnGUn%2B5Rt7YTQHjBUQEKJ%2FBIy8%3D","empanada877","Yo quiero trabajar con usted, hice prácticas en el senado 🥺","7-4","Responder","2"
"https://www.tiktok.com/@antoio2177","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cb32d1c470407dbd301a7d019e72ce60~c5_100x100.jpg?x-expires=1694923200&x-signature=iM4hauQ1Qn6pGUe3J9%2FHgrsEqu0%3D","merrik cast","🥰🥰","9-5","Responder","0"
"https://www.tiktok.com/@jossee21","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1660186640645126~c5_100x100.jpg?x-expires=1694923200&x-signature=RtgmYP%2BOrmYbpRLQ283u9%2FBIYxI%3D","Jose Jimenez Toledo","que paso con ciudad mujer???","7-6","Responder","0"
"https://www.tiktok.com/@enrikecardenas386","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d4de5325ca8bd75c43661b00a52d357f~c5_100x100.jpg?x-expires=1694923200&x-signature=53aocjDhBm%2Bxx%2FV7v0%2B0XjsbRUk%3D","cardenas","Con pura gente acarreada pues así todos llenan y aparte en ese tiempo aún eras del partido verde y ahorita como le conviene seguir robando","7-6","Responder","0"
"https://www.tiktok.com/@user192947875","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7182361102071070725~c5_100x100.jpg?x-expires=1694923200&x-signature=q2UfbVOqmaW4K%2FkVNSUFG0HTsJc%3D","user192947875","VIVA AMLO 💪💪💪","7-2","Responder","0"
"https://www.tiktok.com/@user5978113277527","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a3611193be2a1686a1d1e7a8cc5de245~c5_100x100.jpg?x-expires=1694923200&x-signature=giB4YSo3KD42mD5N4saooDQwdy0%3D","user5978113277527","morena 🇲🇽💪💯 es un honor estar con obrador 🥰","7-2","Responder","0"
"https://www.tiktok.com/@tolucogodinez","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7170551464614920197~c5_100x100.jpg?x-expires=1694923200&x-signature=3v7auCPsQ%2BGkcCAExGtmE42ENCA%3D","tolucogodinez","Que poca madre… que manera de derrochar NUESTROS IMPUESTOS EN ALIMENTAR EL EGO DEL PEOR PRESIDENTE DE MEXICO🤬🤬🤮🤮🐀🐀","7-2","Responder","1"
"https://www.tiktok.com/@luigy396","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7168274429066084358~c5_100x100.jpg?x-expires=1694923200&x-signature=F2ZhaLSG%2BNnt7DkoeG0DuUXfCkU%3D","luigy396","LA NUCU LE DICEN! SALE CADA QUE HAY PROXIMAS ELECCIONES A ENGAÑAR BOBOS,NI UN VOTO A ESTA SEÑORA!!!","6-28","Responder","5"
"https://www.tiktok.com/@gaguji2122gujazmin","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4fc5adf31dc15341c08a7a3aa3b63272~c5_100x100.jpg?x-expires=1694923200&x-signature=L5ZpKgg3Cc1ryESi27aFNkFaf3c%3D","GaGuji@@","que mal que al pasar al municipio de Escuintla chiapas antipática para hablar y eso de Serca de la presidencia","hace 2 día(s)","Responder","0"
"https://www.tiktok.com/@rociorguezdellaven","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a1546e16532abaa67e761eedacd98e47~c5_100x100.jpg?x-expires=1694923200&x-signature=cSLmTA5UZXOpcfoGJy%2BtOZuXfog%3D","Gitana","Chiapas es hermoso, gracias Senadora por dar a conocer las riquezas de nuestro Estado. 💖🌹","7-8","Responder","0"
"https://www.tiktok.com/@enrikecardenas386","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d4de5325ca8bd75c43661b00a52d357f~c5_100x100.jpg?x-expires=1694923200&x-signature=53aocjDhBm%2Bxx%2FV7v0%2B0XjsbRUk%3D","cardenas","Pura falsedad de esta sra nunca ha hecho nada por su estado y ahorita anda de falsa","7-6","Responder","0"
"https://www.tiktok.com/@rubiramoss1","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/42adfb3c81388fdb34565cde045ede94~c5_100x100.jpg?x-expires=1694923200&x-signature=TFTiJGEZq87UMfj6gFviDLIzrao%3D","Yaneth29","Vividora","6-28","Responder","0"
"https://www.tiktok.com/@alexvalencia00","https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1682835233317890.jpg?x-expires=1694923200&x-signature=rCHTpzQVMo3uNiASz6RMGTonA8g%3D","Alex Valencia","nadie pero nadie en su sano juicio le daría un voto a esta persona oportunista y falsa!!","6-28","Responder","4"
"https://www.tiktok.com/@jazminfabiola1303","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpg?x-expires=1694923200&x-signature=p6dUcx4lPD9rtCz0L3wvJ01V9rU%3D","jazmin","Saludos Senadora.","6-27","Responder","0"
"https://www.tiktok.com/@ulisesanleu","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5b049050d848bc51c8e74808a08a82ff~c5_100x100.jpg?x-expires=1694923200&x-signature=%2Figc4YDAkiVRV55H3XugXQbbF6k%3D","ulisesanleu","Ya es tiempo de elección ya la volvemos a ver lic","6-26","Responder","20"
"https://www.tiktok.com/@isehrmantraut","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/54105324cd766f70cb335c64d24cfbc5~c5_100x100.jpg?x-expires=1694923200&x-signature=API3pGGo9tAtY8sULNchNpzx3Ck%3D","Isaak Ehrmantraut Zambrano","Es tiempo de elecciones, la temporada perfecta para demostrar la humildad de los políticos 👌🏻😛","6-28","Responder","16"
"https://www.tiktok.com/@emmanuelcundapi","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ab84fa213a92bc0954b3fd8bfb38472b~c5_100x100.jpg?x-expires=1694923200&x-signature=c3%2BLgyee5dSpeIFIYtSg0V7HdMs%3D","xd","los mismos políticos ..que solo vuelven a Chiapas en elecciones..","6-28","Responder","7"
"https://www.tiktok.com/@antoniobarreto9814","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7153224883307511814~c5_100x100.jpg?x-expires=1694923200&x-signature=ihlMmQcL7VaWjycUBVNEMHxONZw%3D","antoniobarreto9814","Una pregunta,
Que propuestas presento usted durante el periodo legislativo que fueran a favor de Chiapas ?
o solo se está colgando de AMLO","6-26","Responder","9"
"https://www.tiktok.com/@luiscarlosmx","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e931f8dabaf0152d8d6e98b13785358~c5_100x100.jpg?x-expires=1694923200&x-signature=wwjZo4vGE4gI7A6ugnB7guDg5wk%3D","Luis Carlos","Ojalá no gane","6-26","Responder","7"
