,polaridad
508,8.344681294006976e-10
509,0.0001571637404317
510,0.2550142028799783
511,0.4978922592055748
512,0.2093854072107351
513,0.8110890506306525
514,0.0573422744178654
515,3.6974324470568126e-05
516,0.4978922592055748
517,0.0083962522284037
518,0.0356040642173483
519,0.015109104243798
520,0.4978922592055748
521,0.0002177307658289
522,0.0004989572636489
523,0.556420270920455
524,0.2077250893753918
525,0.1975164839970898
526,0.2192141254836211
527,0.0004844824865846
528,0.4670100671583925
529,0.4978922592055748
530,0.257863625022993
531,0.0004288160409426
532,2.9242686530801774e-06
533,0.4978922592055748
534,0.339534509891269
535,0.2620540238948566
536,0.1187023922266711
537,0.9154635744058736
538,0.4978922592055748
539,0.3340761255107807
540,0.0041737976152075
541,0.2620540238948566
542,0.0544604550693418
543,1.0125767013474463e-05
544,0.165119084339106
545,0.0913643030642957
546,2.479967524244749e-14
547,0.4978922592055748
548,0.4978922592055748
549,0.6805629489979185
550,0.92092884734799
551,2.191600391597465e-07
552,0.3432226725379375
553,0.4978922592055748
554,0.0254736714542583
555,0.0175362798560777
556,0.0949508199025972
557,0.4978922592055748
558,2.89848313707099e-08
559,0.4978922592055748
560,0.169734634818561
561,0.0001117073182803
562,0.8391527224218066
563,0.4091818462493304
564,0.0074511832555951
565,0.0358946032583007
566,0.4978922592055748
567,0.3740002015950025
568,1.1112813168185224e-08
569,0.0736727717878485
570,0.4978922592055748
571,0.4978922592055748
572,0.1509815241588266
573,0.4978922592055748
574,0.0082356236439058
575,0.4978922592055748
576,0.152139998636115
577,0.2805378345161494
578,0.0093944845801811
579,0.4978922592055748
580,0.4978922592055748
581,0.0052770299916496
582,0.442248963814497
583,0.3078806040864951
584,0.4978922592055748
585,0.4978922592055748
586,0.1876833674225704
587,0.0083207653318271
588,0.0007351878261344
589,0.0572501982671124
590,8.205536664052557e-05
591,0.0574146925339054
592,0.4887476993926539
593,1.2564131116517072e-05
594,0.0012943688884104
595,0.4156734508342319
596,0.4978922592055748
597,0.2035266344806411
598,0.0183780008041612
599,0.0076563089440127
600,0.7461111493200046
601,0.4978922592055748
602,0.4978922592055748
603,0.5950622344498042
604,4.088608507339582e-05
605,0.0181853522179706
606,0.4978922592055748
607,0.4156734508342319
608,0.1788498613678343
609,0.1067496428554363
610,7.712793248459048e-08
611,0.4978922592055748
612,0.0014648594127593
613,0.0697288648555724
614,0.0064518020003855
615,0.3448789537043245
616,0.4978922592055748
617,0.4978922592055748
618,0.0047813446153494
619,0.0230211077981819
620,0.0032215448052793
621,1.7734920578401256e-08
622,0.4978922592055748
623,0.253576785883111
624,1.71591307326475e-08
625,1.71591307326475e-08
626,1.71591307326475e-08
627,0.4978922592055748
628,0.6720596338934922
629,0.7695075217621994
630,0.1067496428554363
631,0.6545142191487512
632,0.1067496428554363
633,0.0389447598707744
634,0.0190152706116164
635,0.059026062422875
636,0.5486599918423589
637,0.0019200212088189
638,0.0016189338319782
639,5.524998596404045e-09
640,0.4978922592055748
641,2.553187039198153e-05
642,0.2382669582645585
643,0.0417100080677249
644,0.1491520731282705
645,0.4978922592055748
646,1.6949092944768803e-06
647,0.9841488420411408
648,0.140838846292036
649,0.0390985827498145
650,0.4978922592055748
651,0.0004692634456038
652,0.0829481547519843
653,0.6096313560740133
654,0.4978922592055748
655,0.4978922592055748
656,0.4978922592055748
657,0.0010558402154748
658,0.4008860416222575
659,0.0116422917381433
660,0.4978922592055748
661,0.4978922592055748
662,0.002444736354392
663,0.4978922592055748
664,3.7629094379369766e-05
665,0.0001379891255228
666,0.0042157099844421
667,4.292414403729161e-11
668,0.92092884734799
669,0.4978922592055748
670,0.5136446707795853
671,0.539139023329676
672,0.4737554465528978
673,0.9860071156692992
674,0.0185439696875682
675,0.22057321022162
676,0.1885468455325125
677,0.3787499357995488
678,0.2354744821439623
679,0.4978922592055748
680,0.0889229245183331
681,0.1079524656942105
682,0.2382669582645585
683,0.904676229876842
684,0.0003426245655193
685,0.4978922592055748
686,0.6112576340243672
687,0.3012177691329838
688,0.3499352441185855
689,0.3714260509389774
690,0.4978922592055748
691,0.2354744821439623
692,0.4978922592055748
693,0.0001124706642992
694,2.605831705436835e-12
695,0.8276188485909708
696,0.0099482714770244
697,0.0001669612071488
698,0.6692991725538807
699,0.0005601775896468
700,0.0144869456285783
701,0.0009682451892105
702,0.0003281257498236
703,0.0002570540349312
704,2.396064956023808e-06
705,0.0224469038141059
706,0.0769398365417087
707,0.8866841711772259
708,0.4978922592055748
709,0.3920201985496543
710,0.0364531232513934
711,0.5436521601884953
712,0.4295624194062084
713,0.4978922592055748
714,0.4978922592055748
715,0.1003314466520949
716,0.0206071381820224
717,0.3943151639691319
718,0.0137184986999551
719,0.4978922592055748
720,0.005819453453152
721,0.4978922592055748
722,0.4978922592055748
723,0.1767275598994158
724,0.4978922592055748
725,0.4978922592055748
726,0.0001031143625708
727,0.4978922592055748
728,1.7697376982614376e-05
729,0.1106083808626891
730,5.0729468306675457e-05
731,0.0001078779809495
732,0.4978922592055748
733,0.3806232430043914
734,0.5666140499822833
735,0.0748387123107901
736,0.0782788976844486
737,5.748648043254944e-06
738,0.1468570267743393
739,0.0023153197189875
740,0.4917888698806382
741,0.0461688561007652
742,0.4917888698806382
743,0.4978922592055748
744,0.0117790936096731
745,0.4978922592055748
746,0.0139306968486771
747,0.4978922592055748
748,0.4978922592055748
749,0.4141876028988313
750,8.344681294006976e-10
751,0.0001571637404317
752,0.2550142028799783
753,0.2093854072107351
754,0.8110890506306525
755,0.0573422744178654
756,3.6974324470568126e-05
757,0.0083962522284037
758,0.0356040642173483
759,0.015109104243798
760,0.0002177307658289
761,0.0004989572636489
762,0.556420270920455
763,0.2077250893753918
764,0.1975164839970898
765,0.2192141254836211
766,0.0004844824865846
767,0.4670100671583925
768,0.4978922592055748
769,0.257863625022993
770,0.0004288160409426
771,2.9242686530801774e-06
772,0.4978922592055748
773,0.339534509891269
774,0.2620540238948566
775,0.1187023922266711
776,0.9154635744058736
777,0.4978922592055748
778,0.3340761255107807
779,0.0041737976152075
780,0.2620540238948566
781,0.0544604550693418
782,1.0125767013474463e-05
783,0.165119084339106
784,0.0913643030642957
785,2.479967524244749e-14
786,0.4978922592055748
787,0.6805629489979185
788,0.92092884734799
789,2.191600391597465e-07
790,0.3432226725379375
791,0.0254736714542583
792,0.0175362798560777
793,0.0949508199025972
794,0.4978922592055748
795,2.89848313707099e-08
796,0.3432226725379375
797,0.169734634818561
798,0.0001117073182803
799,0.4978922592055748
800,0.8391527224218066
801,0.4091818462493304
802,0.0074511832555951
803,0.0358946032583007
804,0.3740002015950025
805,1.1112813168185224e-08
806,0.0736727717878485
807,0.4978922592055748
808,0.1509815241588266
809,0.4978922592055748
810,0.0082356236439058
811,0.4978922592055748
812,0.152139998636115
813,0.2805378345161494
814,0.0093944845801811
815,0.4978922592055748
816,0.4978922592055748
817,0.0052770299916496
818,0.442248963814497
819,0.3078806040864951
820,0.4978922592055748
821,0.1876833674225704
822,0.0083207653318271
823,0.0007351878261344
824,0.0572501982671124
825,8.205536664052557e-05
826,0.0574146925339054
827,0.4887476993926539
828,1.2564131116517072e-05
829,0.0012943688884104
830,0.4156734508342319
831,0.4978922592055748
832,0.2035266344806411
833,0.0183780008041612
834,0.0076563089440127
835,0.7461111493200046
836,0.4978922592055748
837,0.4978922592055748
838,0.5950622344498042
839,4.088608507339582e-05
840,0.0181853522179706
841,0.4156734508342319
842,0.1788498613678343
843,0.1067496428554363
844,7.712793248459048e-08
845,0.4978922592055748
846,0.0014648594127593
847,0.0697288648555724
848,0.0064518020003855
849,0.3448789537043245
850,0.4978922592055748
851,0.4978922592055748
852,0.0047813446153494
853,0.0230211077981819
854,0.0032215448052793
855,1.7734920578401256e-08
856,0.4978922592055748
857,0.253576785883111
858,1.71591307326475e-08
859,1.71591307326475e-08
860,1.71591307326475e-08
861,0.4978922592055748
862,0.6720596338934922
863,0.7695075217621994
864,0.1067496428554363
865,0.6545142191487512
866,0.1067496428554363
867,0.0767948890070001
868,0.0295229604178504
869,0.3674249252341924
870,4.0482967515254616e-06
871,1.244159230806551e-05
872,0.7606249565871848
873,0.0007832966297392
874,0.0001344585259511
875,0.0050383455116316
876,9.249745257612461e-09
877,6.008665518752585e-08
878,0.0003806808717715
879,0.0669328450083036
880,4.7872820204177845e-09
881,0.4870287290577342
882,4.205809104980071e-07
883,0.0096744779383724
884,5.013183594927918e-06
885,5.2042759827613e-13
886,0.6704582074755376
887,0.0674857031725772
888,0.0073843164803415
889,0.5910239451607394
890,7.390937305243571e-10
891,0.0569095589831943
892,1.7884942605591841e-07
893,0.1827764350398296
894,0.0062512089163366
895,5.959757677970121e-08
896,0.3029968537174699
897,0.4145416866893617
898,2.911443478741138e-06
899,0.4327147826533484
900,0.3182048730031129
901,0.2389298631507662
902,0.0008454826008669
903,0.4612776830817024
904,0.4978922592055748
905,0.0526801429297367
906,1.9691696974710107e-06
907,4.2173390200854383e-08
908,0.0024614797798882
909,2.2902570745039377e-05
910,0.0033469182535734
911,0.0001149423575922
912,0.3385252644667176
913,0.552604093023779
914,0.0138067963642011
915,0.0096666669198794
916,0.0042102931961711
917,0.0274577906775692
918,0.0299015016084836
919,0.0008507937923372
920,1.83126966667076e-05
921,0.4978922592055748
922,3.315774136777821e-05
923,0.1571934151371567
924,0.0086253211490798
925,0.4978922592055748
926,0.4978922592055748
927,0.5365378767058333
928,0.0273081800784481
929,0.0010687041809673
930,0.4978922592055748
931,0.4769721039139497
932,0.0178917398379227
933,0.0404238046619753
934,0.0574373394251207
935,0.0017791469169821
936,0.00103758621411
937,8.38932699226156e-06
938,0.0675812815389969
939,0.6258778317487741
940,0.0191447220471193
941,0.1356867037969619
942,0.0026394229413578
943,0.113611015026279
944,0.0016095271910356
945,0.1889272231384765
946,0.487284346686359
947,3.7069829953501622e-06
948,0.4978922592055748
949,0.0001023943303051
950,9.974047834409351e-07
951,0.0019917129475728
952,0.0002975849878672
953,0.0023368909882839
954,0.1807051040638664
955,0.4978922592055748
956,0.3734886429250822
957,0.4978922592055748
958,0.3029968537174699
959,0.4978922592055748
960,0.3288697518136493
961,0.020255281899063
962,0.0361122943204643
963,0.6448176712212199
964,1.922592478623181e-12
965,0.0024869701113745
966,1.2565254213881157e-07
967,0.581961485647411
968,0.4793479617581989
969,0.0998342249734299
970,0.0269359637193436
971,0.0711803507376292
972,0.6960255141339496
973,0.3674249252341924
974,0.1142085538270079
975,0.1289556552922525
976,0.1768573568363163
977,0.093411606248891
978,0.4978922592055748
979,0.093411606248891
980,0.093411606248891
981,0.8117439954954145
982,0.0606251673056588
983,0.4978922592055748
984,0.142196587272248
985,0.1166175685230983
986,0.3448789537043245
987,1.551693316915561e-08
988,1.5148306782657944e-07
989,0.2121439175684844
990,0.0092293236035609
991,0.9408687250912254
992,0.0176155767018525
993,0.0304167217139091
994,0.2053760882050777
995,0.5372318511317483
996,3.718668736448584e-07
997,0.4872801960214025
998,0.0275976495289972
999,0.2192141254836211
1000,0.1992454545176713
1001,0.1381102618150476
1002,0.2354744821439623
1003,0.2979761190355948
1004,0.1085079259496554
1005,0.0060808699413724
1006,0.369807365949545
1007,1.0962008797474337e-05
1008,1.0084134440706813e-05
1009,0.033386770327365
1010,0.1074926584799917
1011,0.0525747391260771
1012,0.4978922592055748
1013,0.0014141337716335
1014,0.3460738843341955
1015,0.4612776830817024
1016,0.3029968537174699
1017,0.0623718463491199
1018,0.1096085665017892
1019,0.4612776830817024
1020,3.859441074459292e-05
1021,0.0442847207478655
1022,0.0110829419245642
1023,0.0060258749368494
1024,0.1095946313829241
1025,0.0004563211905648
1026,0.2192141254836211
1027,0.4032758324316167
1028,0.0054919826749555
1029,0.1469461523931286
1030,0.4978922592055748
1031,0.074788268680091
1032,0.4978922592055748
1033,3.055468750561196e-06
1034,0.6753264675744751
1035,0.0001413874626308
1036,0.0567804328344333
1037,9.731838964896016e-05
1038,4.424681948518492e-05
1039,1.0565370939088122e-10
1040,0.0643634129697876
1041,0.0511374965660329
1042,3.685807842304768e-06
1043,0.0077316570245255
1044,7.410834573226294e-05
1045,0.4978922592055748
1046,0.0991379014143279
1047,0.010337757467645
1048,0.4978922592055748
1049,0.5809536240454756
1050,0.4978922592055748
1051,0.2355994857431449
1052,0.000374697511007
1053,0.0011054403491853
1054,0.4978922592055748
1055,0.0038769451014924
1056,2.3685323042758466e-07
1057,1.9955247221498398e-05
1058,0.0636130226732495
1059,0.4978922592055748
1060,0.0329718282075691
1061,0.4027287725150067
1062,0.4978922592055748
1063,0.4978922592055748
1064,0.1119446032059929
1065,0.0095058681975053
1066,0.0522382730060884
1067,0.4978922592055748
1068,0.4978922592055748
1069,3.4212000484803013e-06
1070,0.0003552664381462
1071,0.3723865541028756
1072,0.1492403894967317
1073,0.2192141254836211
1074,0.0026745410150045
1075,0.0019561596615045
1076,0.0382690465952008
1077,0.1165049607555056
1078,0.0054476994028892
1079,2.1027363025810388e-05
1080,0.0969572845485623
1081,0.0082903682375235
1082,0.2502142793342586
1083,0.421997029891235
1084,0.4612776830817024
1085,2.218876734921239e-05
1086,0.2192141254836211
1087,0.071521359586862
1088,0.4978922592055748
1089,0.0085362311104754
1090,8.059989680751267e-07
1091,0.3410352382454222
1092,0.4978922592055748
1093,0.0044971190551987
1094,6.799695497745478e-07
1095,0.1663128676731249
1096,4.585218469620624e-07
1097,2.1052258809261915e-13
1098,0.0003567951336602
1099,0.4978922592055748
1100,0.0164780052587134
1101,0.4025327747550316
1102,0.4978922592055748
1103,0.1037470777216112
1104,0.0087696745440816
1105,0.2117899926932876
1106,3.8660800690072656e-11
1107,0.0396104544849173
1108,0.000372853514185
1109,0.2544739643221583
1110,2.6323463913844313e-09
1111,0.4978922592055748
1112,0.4978922592055748
1113,2.0539912863370242e-09
1114,0.0028856401730862
1115,0.3006403786005674
1116,0.2667312793136318
1117,0.0959144861133373
1118,0.0003709952159106
1119,1.2318754947531117e-05
1120,0.0566163956920903
1121,0.0327653440628159
1122,0.0002345997228902
1123,0.0002288306894935
1124,0.0001849679783017
1125,0.2192141254836211
1126,0.0039312786213025
1127,0.1701552769231574
1128,0.0003761602004254
1129,0.0233379995029314
1130,9.244026145768662e-08
