"css-901oao","css-4rbku5 href","css-9pa8cd src","css-901oao 2","css-901oao 3","css-901oao 4","css-4rbku5 href 4","css-4rbku5","css-901oao 5","css-4rbku5 href 5","r-1p0dtai src","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 6","css-901oao 10","css-4rbku5 href 7","css-9pa8cd src 2","css-4rbku5 href 8","css-9pa8cd src 3","css-4rbku5 href 9","css-9pa8cd src 4","css-4rbku5 href 10","css-9pa8cd src 5","css-901oao 12","css-901oao 13","css-4rbku5 4","css-4rbku5 href 11","css-4rbku5 href 12","css-901oao 18","css-901oao 19"
"19 de septiembre.","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1704177020576387306","19 sept.","En unos minutos se llevará a cabo el segundo simulacro nacional 2023. Es vital estar preparados y saber cómo actuar en caso de un sismo. Tu seguridad y la de tus seres queridos son lo más importante. ¡Participa y tomemos juntos medidas de precaución para cuidarnos entre todos!","https://twitter.com/SSPCMexico/status/1704176021426065667/photo/1","","1","36","#SegundoSimulacroNacional2023","https://twitter.com/DrCarlosLomeli/status/1704177020576387306/analytics","1.293","","https://pbs.twimg.com/profile_images/1675949643765542940/O5cqUO7w_mini.jpg","","https://pbs.twimg.com/media/F6Zv9c6WQAAZluK?format=jpg&name=small","","","","","@SSPCMexico","·","","","","#AlertaSísmica",".
Más información en:"
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1704133245292499417","19 sept.","Cuando se trata de defender a Jalisco, no hay vuelta atrás. Siempre estaré aquí, firme y sin titubeos, dispuesto a enfrentar a los malos gobiernos naranjas. ¡Juntos construiremos un Jalisco mejor!","","blob:https://twitter.com/0637438b-4721-4e28-ba3c-66443843134e","77","28","122","https://twitter.com/DrCarlosLomeli/status/1704133245292499417/analytics","7.516","","https://pbs.twimg.com/ext_tw_video_thumb/1703893512079515648/pu/img/rxKdsQMG-_zGpz7e.jpg","","","","","","","","","","","","",""
"https://","https://twitter.com/RutaElectoralmx","https://pbs.twimg.com/profile_images/1382134097221402627/PNwaVLrB_normal.jpg","RutaElectoralmx","@RutaElectoralmx","·","https://twitter.com/RutaElectoralmx/status/1703991288629207132","18 sept.","Lomelí denuncia insensibilidad de Lemus hacia grupos vulnerables en Guadalajara.","https://t.co/fQaVVuTdut","","1","3","25","https://twitter.com/RutaElectoralmx/status/1703991288629207132/analytics","1.185","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/media/F6XK778awAACEJK?format=jpg&name=small","","https://pbs.twimg.com/media/F6XK777aIAA2Wcf?format=jpg&name=360x360","https://twitter.com/RutaElectoralmx/status/1703991288629207132/photo/2","https://pbs.twimg.com/media/F6XK777a8AAT4zu?format=jpg&name=360x360","https://twitter.com/RutaElectoralmx/status/1703991288629207132/photo/3","","","y regidores de","@DrCarlosLomeli","https://twitter.com/DrCarlosLomeli","https://twitter.com/RutaElectoralmx/status/1703991288629207132/media_tags","y 5 más","MORENA Jalisco"
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1703969291161276422","18 sept.","Solamente sumando esfuerzos se puede lograr el objetivo de transformar Jalisco.

Me siento muy agradecido con el gran recibimiento y las muestras de apoyo que nos hicieron vecinas y vecinos del parque El Refugio. La gente pide un cambio ¡se ve y se siente!","","","2","4","42","https://twitter.com/DrCarlosLomeli/status/1703969291161276422/analytics","627","https://twitter.com/DrCarlosLomeli/status/1703969291161276422/photo/1","https://pbs.twimg.com/media/F6Wyl4XWsAAfu2C?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1703969291161276422/photo/2","https://pbs.twimg.com/media/F6Wyl4XWgAA2SqM?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1703969291161276422/photo/3","https://pbs.twimg.com/media/F6Wyl4eWkAA9ZVo?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1703969291161276422/photo/4","https://pbs.twimg.com/media/F6Wyl4WX0AAatBM?format=jpg&name=360x360","·","","","","https://twitter.com/DrCarlosLomeli/status/1703969291161276422/media_tags","y 2 más","Mariana Fernández"
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1703893350011597027","18 sept.","Es hora de abrir los ojos: mientras el actual alcalde de Guadalajara se enfoca en sus intereses, nosotros, las y los regidores de Morena, estamos aquí para escuchar, entender y trabajar en soluciones reales para los problemas de nuestra ciudad. ¡Guadalajara y Jalisco merecen una…","","blob:https://twitter.com/7bb1af86-9753-4fdf-9206-25a1725fc161","13","10","58","https://twitter.com/DrCarlosLomeli/status/1703893350011597027/analytics","1.312","","","","","","","","","","","","","","",""
"","https://twitter.com/mariana_fdzr","https://pbs.twimg.com/profile_images/1702061488209326080/Tm1gGuxv_normal.jpg","Mariana Fernández","@mariana_fdzr","·","https://twitter.com/mariana_fdzr/status/1703833763937984666","18 sept.","¿Sabías que","https://twitter.com/hashtag/INDATCOM?src=hashtag_click","","4","8","29","https://twitter.com/mariana_fdzr/status/1703833763937984666/analytics","1.418","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/media/F6U7xgmWkAErdY6?format=jpg&name=small","https://twitter.com/hashtag/MovimientoCiudadano?src=hashtag_click","https://pbs.twimg.com/media/F6U7xuqWkAAy0Pg?format=jpg&name=360x360","https://twitter.com/mariana_fdzr/status/1703833763937984666/photo/2","https://pbs.twimg.com/media/F6U7x31XsAACVx8?format=jpg&name=360x360","https://twitter.com/mariana_fdzr/status/1703833763937984666/photo/3","","","pagó 2.5 millones de pesos a","@JaliscoTV","https://twitter.com/JaliscoTV","https://twitter.com/mariana_fdzr/status/1703833763937984666/media_tags","y 2 más","Morena"
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1703807121408541079","18 sept.","Hoy nos acompañan en nuestra","https://twitter.com/hashtag/Ma%C3%B1aneraGdl?src=hashtag_click","","4","8","48","https://twitter.com/DrCarlosLomeli/status/1703807121408541079/analytics","988","","https://pbs.twimg.com/media/F6UjQoXXUAAfEvx?format=jpg&name=small","","https://pbs.twimg.com/media/F6UjTNeX0Ac66oO?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1703807121408541079/photo/2","https://pbs.twimg.com/media/F6UjVUCX0AMN_Ob?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1703807121408541079/photo/3","","","usuarios del Centro de Atención Metropolitana Integral para una Vida Digna con Discapacidad (CEAMIVIDA), a quienes con el uso de la fuerza pública se les impidió el acceso al salón de pleno, el martes pasado durante la sesión de…","","","https://twitter.com/DrCarlosLomeli/status/1703807121408541079/media_tags","y 2 más","Mariana Fernández"
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1703803442345513087","18 sept.","Hace una semana, en este mismo espacio, realizamos un análisis de los dos años de gestión del gobierno de Pablo Lemus y evidenciamos que en este periodo, lo que más ha prevalecido es la corrupción, la impunidad, la simulación, el engaño, la superficialidad y la ineptitud.…","","","6","7","53","https://twitter.com/DrCarlosLomeli/status/1703803442345513087/analytics","1.624","https://twitter.com/DrCarlosLomeli/status/1703803442345513087/photo/1","https://pbs.twimg.com/media/F6UfGkCW4AAl_ul?format=jpg&name=small","","","","","","","·","","","","https://twitter.com/DrCarlosLomeli/status/1703803442345513087/media_tags","y 2 más","Mariana Fernández"
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1703800223867265442","18 sept.","Las y los regidores de morena en Guadalajara, presentamos una denuncia ante la Fiscalía Especializada en Combate a la Corrupción, por la negligencia que la Contraloría Ciudadana de este municipio ha tenido para investigar los actos de corrupción que hemos expuesto reiteradamente,…","","","23","21","82","https://twitter.com/DrCarlosLomeli/status/1703800223867265442/analytics","5.177","https://twitter.com/DrCarlosLomeli/status/1703800223867265442/photo/1","https://pbs.twimg.com/media/F6UczcCWQAAS74n?format=jpg&name=small","","","","","","","","","","","https://twitter.com/DrCarlosLomeli/status/1703800223867265442/media_tags","y 2 más","Mariana Fernández"
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1703589657584586948","17 sept.","Esta Transformación está avanzando en todo el país y ya nadie la detiene; es el momento de que se escuche la voz de Jalisco y de quienes queremos un estado de bienestar, tranquilidad y prosperidad.

¡En 2024, nuestro destino está en nuestras manos!","","","15","12","66","https://twitter.com/DrCarlosLomeli/status/1703589657584586948/analytics","1.671","https://twitter.com/DrCarlosLomeli/status/1703589657584586948/photo/1","https://pbs.twimg.com/media/F6KkXOoWgAAdIkt?format=jpg&name=small","","","","","","","","","","","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1703583750716559628","17 sept.","Estimado","","","24","","","https://twitter.com/DrCarlosLomeli/status/1703583750716559628/analytics","443","","","","","","","","","","lamento profundamente el sensible fallecimiento de tu señora madre. 

Toda mi solidaridad en estos momentos tan difíciles.","@jcentresemana","https://twitter.com/jcentresemana","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1702768038179684389","15 sept.","Con tu mano y con mi mano, juntos podemos construir el Jalisco que nos merecemos.

¡Vamos adelante!","","","4","5","41","https://twitter.com/DrCarlosLomeli/status/1702768038179684389/analytics","492","https://twitter.com/DrCarlosLomeli/status/1702768038179684389/photo/1","https://pbs.twimg.com/media/F6FyPCOWYAAJT_O?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1702768038179684389/photo/2","https://pbs.twimg.com/media/F6FyWW7WkAAD0bJ?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1702768038179684389/photo/3","https://pbs.twimg.com/media/F6FyYAYXkAAoOAN?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1702768038179684389/photo/4","https://pbs.twimg.com/media/F6FyYAbWUAAiei7?format=jpg&name=360x360","","","","","","",""
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1702526270020436235","14 sept.","¡Hoy celebramos un paso histórico para el Estado de México! 

La Mtra. Delfina Gómez ha tomado protesta como gobernadora, cumpliendo el sueño de miles de mexiquenses que anhelaban un cambio real. Su liderazgo y compromiso son inspiración para todos nosotros en Jalisco…","https://twitter.com/delfinagomeza/status/1702491927097004231/photo/1","","2","43","@Legismex","https://twitter.com/DrCarlosLomeli/status/1702526270020436235/analytics","864","https://twitter.com/delfinagomeza/status/1702491927097004231/photo/2","https://pbs.twimg.com/profile_images/1702933205463285760/BAqLOqhz_mini.jpg","https://twitter.com/delfinagomeza/status/1702491927097004231/photo/3","https://pbs.twimg.com/media/F6B3YfmacAAS_EB?format=jpg&name=360x360","https://twitter.com/delfinagomeza/status/1702491927097004231/photo/4","https://pbs.twimg.com/media/F6B3YfmacAEDKia?format=jpg&name=360x360","","https://pbs.twimg.com/media/F6B3YfnaIAAWdxV?format=jpg&name=360x360","@delfinagomeza","·","","","","#ElPoderDeServir","#EdoMex"
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1702508726748434573","14 sept.","El día de hoy tuve la oportunidad de acompañar a mi amigo","","","6","45","","https://twitter.com/DrCarlosLomeli/status/1702508726748434573/analytics","867","https://twitter.com/DrCarlosLomeli/status/1702508726748434573/photo/1","https://pbs.twimg.com/media/F6CGqGTWcAAxnDj?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1702508726748434573/photo/2","https://pbs.twimg.com/media/F6CGqGYXcAAKJpM?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1702508726748434573/photo/3","https://pbs.twimg.com/media/F6CGqGVWIAAn9IW?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1702508726748434573/photo/4","https://pbs.twimg.com/media/F6CGqGUW0AADu8C?format=jpg&name=360x360","","en su segundo informe como presidente municipal de Puerto Vallarta. 

Desde el inicio de su administración, el Profe ha demostrado su compromiso con la gente, al poner al centro de su gobierno, los principios…","@michel_profe","https://twitter.com/michel_profe","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1702412314522100127","14 sept.","Los lonches del Mercado Corona son una joya culinaria en Guadalajara. ¿Ya los probaste? Les prometo que les van a encantar.","","","2","1","39","https://twitter.com/DrCarlosLomeli/status/1702412314522100127/analytics","464","","https://pbs.twimg.com/media/F57QmJoXkAAVNve?format=jpg&name=small","","https://pbs.twimg.com/media/F57Qry1WMAAeJF3?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1702412314522100127/photo/2","https://pbs.twimg.com/media/F57QuIuWAAAAvty?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1702412314522100127/photo/3","","·","","","","","",""
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1702348521532162201","14 sept.","A lo largo de mis experiencias, he presenciado el genuino interés y determinación de líderes como","","","46","12","77","https://twitter.com/DrCarlosLomeli/status/1702348521532162201/analytics","7.469","","","","","","","","","","hacia los desafíos que enfrenta México. Su carácter comprensivo y su firmeza son evidentes cuando identifica a Jalisco como fundamental en la edificación de una nación…","@Claudiashein","https://twitter.com/Claudiashein","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1702140112560124311","13 sept.","Nos merecemos un gobierno que sí pueda cumplir su palabra.

Les comparto esta reflexión:","","blob:https://twitter.com/141f22f9-82b8-4651-825c-1bf705305bf0","9","8","52","https://twitter.com/DrCarlosLomeli/status/1702140112560124311/analytics","1.457","","","","","","","","","","","","","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1702019895951593904","13 sept.","Hoy celebramos el acto heroico de nuestros Niños Héroes, un recordatorio de valentía y sacrificio. Estos actos nos impulsan a seguir luchando por un mejor Jalisco.","","","1","39","","https://twitter.com/DrCarlosLomeli/status/1702019895951593904/analytics","435","https://twitter.com/DrCarlosLomeli/status/1702019895951593904/photo/1","https://pbs.twimg.com/media/F57J-69W4AA3LHO?format=jpg&name=small","","","","","","","","","","","","",""
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1702010920614973602","13 sept.","A","","","16","8","77","https://twitter.com/DrCarlosLomeli/status/1702010920614973602/analytics","1.668","https://twitter.com/DrCarlosLomeli/status/1702010920614973602/photo/1","https://pbs.twimg.com/media/F56-egDW4AA-_5H?format=jpg&name=small","","","","","","","·","y al equipo del","@fisgonmonero","https://twitter.com/fisgonmonero","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1701777722845077706","12 sept.","Las y los regidores de Morena hemos destapado la corrupción y la  negligencia del gobierno municipal de Guadalajara en estos dos años de administración. 

Trabajamos incansablemente por la transformación de Guadalajara y de todo Jalisco. ¡Juntos, lo haremos posible!","","blob:https://twitter.com/d9fea24e-92c7-496b-b101-6460072c9f36","31","16","61","https://twitter.com/DrCarlosLomeli/status/1701777722845077706/analytics","1.219","","https://pbs.twimg.com/ext_tw_video_thumb/1701774941710884864/pu/img/AUpmwYK5GNhTyKrH.jpg","","","","","","","","","","","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1701714812634386726","12 sept.","En cada sesión del Ayuntamiento de Guadalajara, reafirmo mi compromiso de trabajar por las causas de los miles de tapatíos que confiaron en mí. 

No tengan duda que así seguiré, cumpliendo con mis compromisos y mi palabra.","","","11","8","63","https://twitter.com/DrCarlosLomeli/status/1701714812634386726/analytics","2.090","","https://pbs.twimg.com/media/F520i8GW4AApXsI?format=jpg&name=small","","https://pbs.twimg.com/media/F520i8JXIAAxiYG?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1701714812634386726/photo/2","https://pbs.twimg.com/media/F520i8GWEAA39TO?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1701714812634386726/photo/3","","","","","","https://twitter.com/DrCarlosLomeli/status/1701714812634386726/media_tags","y 2 más","Candelaria Ochoa"
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1701611694597013790","12 sept.","Estoy muy contento de que la Dra.","","blob:https://twitter.com/536dc092-d0cd-4748-9123-4a48126cf3f5","3","37","","https://twitter.com/DrCarlosLomeli/status/1701611694597013790/analytics","628","","https://pbs.twimg.com/ext_tw_video_thumb/1701609512896196608/pu/img/RJx_XAXTvGLfrehu.jpg","","","","","","","","sea la coordinadora de los Comités de Defensa de la Cuarta Transformación.  

Les comparto mi columna al respecto en El Occidental:","@Claudiashein","https://twitter.com/Claudiashein","","",""
"0:00 / 0:48","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1701611694597013790","12 sept.","Estoy muy contento de que la Dra.","","blob:https://twitter.com/536dc092-d0cd-4748-9123-4a48126cf3f5","3","37","","https://twitter.com/DrCarlosLomeli/status/1701611694597013790/analytics","628","","","","","","","","","","sea la coordinadora de los Comités de Defensa de la Cuarta Transformación.  

Les comparto mi columna al respecto en El Occidental:","@Claudiashein","https://twitter.com/Claudiashein","","",""
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1701590384478970346","12 sept.","El alcalde de Guadalajara ha utilizado los recursos públicos para beneficio personal, ha enriquecido a sus amigos y cómplices con contratos públicos y ha utilizado su poder para obtener favores económicos. 

Su ambición tiene a Guadalajara sumida en la opacidad, en el caos, en la…","","","146","101","218","https://twitter.com/DrCarlosLomeli/status/1701590384478970346/analytics","16 mil","","","","","","","","","","","","","","",""
"1:10:17","https://twitter.com/lopezobrador_","https://pbs.twimg.com/profile_images/1433234061691084800/8TUii2rl_normal.jpg","Andrés Manuel","@lopezobrador_","·","https://twitter.com/lopezobrador_/status/1701583062377853177","12 sept.","Conferencia de prensa matutina, desde Palacio Nacional","https://twitter.com/i/broadcasts/1LyxBqXdMlyJN","blob:https://twitter.com/3f6d5c30-09c5-4ad9-93a9-34f43ca90252","608","1.657","4.962","https://twitter.com/lopezobrador_/status/1701583062377853177/analytics","136,6 mil","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/card_img/1713985046552420352/7JVxs-hH?format=jpg&name=orig","","https://pbs.twimg.com/profile_images/1433234061691084800/8TUii2rl_mini.jpg","","","","","39,5 mil espectadores","Andrés Manuel","","","","",""
"Audi de México","https://twitter.com/AudideMexico","https://pbs.twimg.com/profile_images/727993395344347136/heSuyqqw_normal.jpg","@AudideMexico","Grandioso desde cualquier ángulo. El Audi A4 Sedán lleva la deportividad y la elegancia en los genes.","","","","","","blob:https://twitter.com/11aa5609-aa4a-476d-b502-15d45e7b0323","","3","16","https://twitter.com/AudideMexico/status/1697830710533591253/analytics","424","","https://pbs.twimg.com/amplify_video_thumb/1697748125148983296/img/Ptp7Gfaa_VKkLa8n.jpg","","","","","","","Promocionado","","","","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1701385132907913601","11 sept.","Solamente desde la honestidad podemos construir una mejor realidad; la realidad de bienestar que merecemos todas y todos en Jalisco.

¡Vivamos en la verdad por el estado que merecemos!","https://twitter.com/DrCarlosLomeli/status/1701385132907913601/photo/1","","45","17","73","https://twitter.com/DrCarlosLomeli/status/1701385132907913601/analytics","3.483","","https://pbs.twimg.com/media/F5xUnDoW0AAzA0Y?format=jpg&name=small","","","","","","","","","","","","",""
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1701313944944627860","11 sept.","Han sido dos años de un gobierno en Guadalajara lleno de corrupción, impunidad, simulación, engaño, superficialidad e ineptitud.

Hoy aprovechamos nuestra conferencia de prensa para exponer todos estos temas y reiterar que las y los regidores de","https://twitter.com/hashtag/morena?src=hashtag_click","","2","42","","https://twitter.com/DrCarlosLomeli/status/1701313944944627860/analytics","594","https://twitter.com/DrCarlosLomeli/status/1701313944944627860/photo/1","https://pbs.twimg.com/media/F5xIAGnWYAE4DL5?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1701313944944627860/photo/2","https://pbs.twimg.com/media/F5xIAGpXkAA9sEL?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1701313944944627860/photo/3","https://pbs.twimg.com/media/F5xIAGsWYAA_HaE?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1701313944944627860/photo/4","https://pbs.twimg.com/media/F5xIAGpW0AAG784?format=jpg&name=360x360","","no descansaremos hasta que…","","","https://twitter.com/DrCarlosLomeli/status/1701313944944627860/media_tags","y 2 más","Candelaria Ochoa"
"Mostrar más","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1701032498161967340","10 sept.","Esta mañana participé en la Tercera Sesión Ordinaria del","","","5","11","67","https://twitter.com/DrCarlosLomeli/status/1701032498161967340/analytics","2.465","https://twitter.com/DrCarlosLomeli/status/1701032498161967340/photo/1","https://pbs.twimg.com/media/F5tICnOWQAAl1N6?format=jpg&name=small","https://twitter.com/DrCarlosLomeli/status/1701032498161967340/photo/2","https://pbs.twimg.com/media/F5tICnQXAAADS9U?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1701032498161967340/photo/3","https://pbs.twimg.com/media/F5tICnPWIAAXDlt?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1701032498161967340/photo/4","https://pbs.twimg.com/media/F5tICnOXcAA0XFm?format=jpg&name=360x360","",", donde se entregó la constancia que acredita a mi amiga","@ConsejoMorenaMX","https://twitter.com/ConsejoMorenaMX","https://twitter.com/DrCarlosLomeli/status/1701032498161967340/media_tags","y 2 más","Mario Delgado"
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1700958634388189652","10 sept.","¡Listo para acompañar a nuestra compañera","","blob:https://twitter.com/8c127adf-985c-49bd-aaac-64f10f3bf957","19","19","115","https://twitter.com/DrCarlosLomeli/status/1700958634388189652/analytics","4.185","","https://pbs.twimg.com/amplify_video_thumb/1700958524900012032/img/KnCw1emx7VjrbRVg.jpg","","","","","","","","en el Consejo Nacional de MORENA!","@Claudiashein","https://twitter.com/Claudiashein","","",""
"","https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1700577904017514646","9 sept.","Mi recorrido por el estado refuerza mi convicción: Jalisco clama por una transformación real. Estoy en sintonía con la ciudadanía para hacer realidad este cambio sin precedentes. ¡Sin miedo, sin pausa, hacia adelante!","","","6","5","48","https://twitter.com/DrCarlosLomeli/status/1700577904017514646/analytics","837","https://twitter.com/DrCarlosLomeli/status/1700577904017514646/photo/1","https://pbs.twimg.com/media/F5mqIqiWsAAgjpQ?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1700577904017514646/photo/2","https://pbs.twimg.com/media/F5mqODyXoAA4DeC?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1700577904017514646/photo/3","https://pbs.twimg.com/media/F5mqPw2XYAAPWFJ?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1700577904017514646/photo/4","https://pbs.twimg.com/media/F5mqRNKXgAANBzo?format=jpg&name=360x360","","","","","","",""